image_name,source_explanation,source_sentence_number,source_sentence,target_explanation,target_sentence_number,target_sentence,similarity
documerica_0006.jpg,6,3,"The setting suggests a natural, possibly desert-like environment with arid terrain and expansive views of the canyon below.",7,1,The image depicts an individual standing on a rocky outcrop with a vast desert landscape stretching into the distance.,0.6354762
documerica_0006.jpg,6,3,"The setting suggests a natural, possibly desert-like environment with arid terrain and expansive views of the canyon below.",7,4,"The background features a rugged canyon with layered rock formations, indicating a natural, possibly arid environment.",0.8185117
documerica_0006.jpg,6,3,"The setting suggests a natural, possibly desert-like environment with arid terrain and expansive views of the canyon below.",8,1,The image depicts a person standing on a high vantage point overlooking a vast canyon landscape.,0.6011596
documerica_0006.jpg,6,3,"The setting suggests a natural, possibly desert-like environment with arid terrain and expansive views of the canyon below.",8,4,"The environment consists of rugged, layered rock formations typical of a desert or canyon region.",0.7514602
documerica_0006.jpg,6,3,"The setting suggests a natural, possibly desert-like environment with arid terrain and expansive views of the canyon below.",9,4,"The background reveals a vast, arid landscape with layered rock formations characteristic of a desert environment, possibly a canyon or badlands.",0.8032471
documerica_0006.jpg,6,4,The lighting indicates daytime under a partly cloudy sky.,7,6,"The bright lighting suggests daytime, though the exact",0.7225248
documerica_0006.jpg,6,4,The lighting indicates daytime under a partly cloudy sky.,8,5,"The sky above is partly cloudy, indicating a daytime scene with natural light.",0.8894925
documerica_0006.jpg,6,4,The lighting indicates daytime under a partly cloudy sky.,9,5,The lighting suggests it could be late afternoon or early evening.,0.6659955
documerica_0006.jpg,7,1,The image depicts an individual standing on a rocky outcrop with a vast desert landscape stretching into the distance.,8,1,The image depicts a person standing on a high vantage point overlooking a vast canyon landscape.,0.69436216
documerica_0006.jpg,7,1,The image depicts an individual standing on a rocky outcrop with a vast desert landscape stretching into the distance.,9,4,"The background reveals a vast, arid landscape with layered rock formations characteristic of a desert environment, possibly a canyon or badlands.",0.63736236
documerica_0006.jpg,7,2,"The person appears to be wearing a long-sleeved shirt, jeans, boots, and a straw hat, which they are holding in one hand.",8,2,"The individual appears to be male, wearing glasses, a patterned shirt, jeans, boots, and a hat held in one hand.",0.77027917
documerica_0006.jpg,7,2,"The person appears to be wearing a long-sleeved shirt, jeans, boots, and a straw hat, which they are holding in one hand.",9,1,"The image shows an individual standing on the edge of a canyon, holding a straw hat in one hand.",0.6197802
documerica_0006.jpg,7,2,"The person appears to be wearing a long-sleeved shirt, jeans, boots, and a straw hat, which they are holding in one hand.",9,2,"The person appears to be wearing a long-sleeved shirt with a patterned design, jeans, boots, and glasses.",0.7646414
documerica_0006.jpg,7,3,"A camera strap is visible around their neck, suggesting they might be engaged in photography or exploring the area.",8,3,"He also has a camera attached around his neck, suggesting an interest in photography.",0.6912741
documerica_0006.jpg,7,3,"A camera strap is visible around their neck, suggesting they might be engaged in photography or exploring the area.",9,3,"They have a camera slung around their neck, suggesting they might be a photographer.",0.7773244
documerica_0006.jpg,7,4,"The background features a rugged canyon with layered rock formations, indicating a natural, possibly arid environment.",8,4,"The environment consists of rugged, layered rock formations typical of a desert or canyon region.",0.8558495
documerica_0006.jpg,7,4,"The background features a rugged canyon with layered rock formations, indicating a natural, possibly arid environment.",9,4,"The background reveals a vast, arid landscape with layered rock formations characteristic of a desert environment, possibly a canyon or badlands.",0.8854383
documerica_0006.jpg,7,6,"The bright lighting suggests daytime, though the exact",9,5,The lighting suggests it could be late afternoon or early evening.,0.7366061
documerica_0006.jpg,8,1,The image depicts a person standing on a high vantage point overlooking a vast canyon landscape.,9,1,"The image shows an individual standing on the edge of a canyon, holding a straw hat in one hand.",0.6289633
documerica_0006.jpg,8,2,"The individual appears to be male, wearing glasses, a patterned shirt, jeans, boots, and a hat held in one hand.",9,2,"The person appears to be wearing a long-sleeved shirt with a patterned design, jeans, boots, and glasses.",0.69660586
documerica_0006.jpg,8,3,"He also has a camera attached around his neck, suggesting an interest in photography.",9,3,"They have a camera slung around their neck, suggesting they might be a photographer.",0.7473445
documerica_0006.jpg,8,4,"The environment consists of rugged, layered rock formations typical of a desert or canyon region.",9,4,"The background reveals a vast, arid landscape with layered rock formations characteristic of a desert environment, possibly a canyon or badlands.",0.82106674
documerica_0006.jpg,8,6,"No text or signs are visible in the image, and there are no discernible objects apart from the camera, which may imply a focus",9,6,"There are no visible texts or signs in the image, and the exact location cannot be determined.",0.64473593
documerica_0007.jpg,10,1,The image depicts a sunset scene with a silhouetted landscape.,11,1,"The photograph captures a scene dominated by a large, bright sun setting or rising over a landscape.",0.8303344
documerica_0007.jpg,10,1,The image depicts a sunset scene with a silhouetted landscape.,12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",0.8580414
documerica_0007.jpg,10,1,The image depicts a sunset scene with a silhouetted landscape.,13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",0.7695372
documerica_0007.jpg,10,1,The image depicts a sunset scene with a silhouetted landscape.,14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.77603996
documerica_0007.jpg,10,2,"The sun is positioned low in the sky, casting an orange hue across the horizon.",11,1,"The photograph captures a scene dominated by a large, bright sun setting or rising over a landscape.",0.60999966
documerica_0007.jpg,10,2,"The sun is positioned low in the sky, casting an orange hue across the horizon.",11,2,"The sky is a gradient of warm colors, transitioning from orange near the sun to a darker hue at the edges.",0.76602143
documerica_0007.jpg,10,2,"The sun is positioned low in the sky, casting an orange hue across the horizon.",12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",0.7270184
documerica_0007.jpg,10,2,"The sun is positioned low in the sky, casting an orange hue across the horizon.",13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",0.7861544
documerica_0007.jpg,10,2,"The sun is positioned low in the sky, casting an orange hue across the horizon.",14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.75266874
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",0.75639987
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",12,2,"The foreground shows the silhouette of several cars, with one prominent vehicle appearing to have its trunk open.",0.6294207
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",13,2,"The foreground features the silhouettes of several cars parked haphazardly, suggesting a junkyard or an abandoned area.",0.7584387
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",13,3,"The vehicles appear old and weathered, with some doors open, adding to the sense of neglect.",0.64554787
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",14,2,"In the foreground, silhouetted against the bright background, there appear to be several vehicles, possibly cars, parked closely together.",0.7379644
documerica_0007.jpg,10,3,"In the foreground, there appear to be multiple vehicles, possibly abandoned or used, as indicated by the lack of any visible movement or activity around them.",14,3,"The outlines of these vehicles suggest they are old or abandoned, given their darkened forms and lack of distinct features.",0.68191975
documerica_0007.jpg,10,4,"The background features a few indistinct shapes that might represent trees or other natural elements, adding to the desolate atmosphere.",13,4,"The background includes sparse vegetation and possibly palm trees, hinting at a desert-like or arid environment.",0.6906177
documerica_0007.jpg,11,1,"The photograph captures a scene dominated by a large, bright sun setting or rising over a landscape.",12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",0.8135724
documerica_0007.jpg,11,1,"The photograph captures a scene dominated by a large, bright sun setting or rising over a landscape.",13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",0.6967975
documerica_0007.jpg,11,1,"The photograph captures a scene dominated by a large, bright sun setting or rising over a landscape.",14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.75216246
documerica_0007.jpg,11,2,"The sky is a gradient of warm colors, transitioning from orange near the sun to a darker hue at the edges.",12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",0.6758393
documerica_0007.jpg,11,2,"The sky is a gradient of warm colors, transitioning from orange near the sun to a darker hue at the edges.",13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",0.63289565
documerica_0007.jpg,11,2,"The sky is a gradient of warm colors, transitioning from orange near the sun to a darker hue at the edges.",14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.6246482
documerica_0007.jpg,11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",12,2,"The foreground shows the silhouette of several cars, with one prominent vehicle appearing to have its trunk open.",0.6892972
documerica_0007.jpg,11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",13,2,"The foreground features the silhouettes of several cars parked haphazardly, suggesting a junkyard or an abandoned area.",0.7674962
documerica_0007.jpg,11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",13,3,"The vehicles appear old and weathered, with some doors open, adding to the sense of neglect.",0.66270685
documerica_0007.jpg,11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",14,2,"In the foreground, silhouetted against the bright background, there appear to be several vehicles, possibly cars, parked closely together.",0.7071493
documerica_0007.jpg,11,3,"In the foreground, silhouetted against this vibrant backdrop, there appear to be several vehicles, possibly abandoned or derelict, with open doors and hoods.",14,3,"The outlines of these vehicles suggest they are old or abandoned, given their darkened forms and lack of distinct features.",0.61479723
documerica_0007.jpg,12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",0.8195982
documerica_0007.jpg,12,1,"The image depicts a scene at sunset with the sun low in the sky, casting a warm, golden hue across the landscape.",14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.82458556
documerica_0007.jpg,12,2,"The foreground shows the silhouette of several cars, with one prominent vehicle appearing to have its trunk open.",13,2,"The foreground features the silhouettes of several cars parked haphazardly, suggesting a junkyard or an abandoned area.",0.7116219
documerica_0007.jpg,12,2,"The foreground shows the silhouette of several cars, with one prominent vehicle appearing to have its trunk open.",14,2,"In the foreground, silhouetted against the bright background, there appear to be several vehicles, possibly cars, parked closely together.",0.77710986
documerica_0007.jpg,12,3,"The overall atmosphere suggests abandonment or neglect, as the cars seem to be stationary and undisturbed.",13,3,"The vehicles appear old and weathered, with some doors open, adding to the sense of neglect.",0.6022686
documerica_0007.jpg,12,4,"The background includes a faint outline of palm trees and what appears to be a desolate or rural area, possibly indicating an isolated location.",13,4,"The background includes sparse vegetation and possibly palm trees, hinting at a desert-like or arid environment.",0.7788303
documerica_0007.jpg,12,4,"The background includes a faint outline of palm trees and what appears to be a desolate or rural area, possibly indicating an isolated location.",14,5,"A single palm tree is faintly visible in the distance, adding to the impression of a warm climate.",0.6208335
documerica_0007.jpg,13,1,"The image depicts a desolate scene at sunset with the sun low on the horizon, casting an orange glow across the sky.",14,1,"The image shows an outdoor scene at sunset with a large, low sun dominating the sky, casting an orange and yellow glow.",0.8776737
documerica_0007.jpg,13,2,"The foreground features the silhouettes of several cars parked haphazardly, suggesting a junkyard or an abandoned area.",14,2,"In the foreground, silhouetted against the bright background, there appear to be several vehicles, possibly cars, parked closely together.",0.7676347
documerica_0007.jpg,13,3,"The vehicles appear old and weathered, with some doors open, adding to the sense of neglect.",14,3,"The outlines of these vehicles suggest they are old or abandoned, given their darkened forms and lack of distinct features.",0.7254554
documerica_0008.jpg,15,1,"The image depicts a vast field of Coreopsis, commonly known as Tickseed flowers, in full bloom.",16,1,"The photograph captures a serene landscape dominated by a vast field of vibrant yellow and pink flowers, likely coreopsis, stretching across the foreground.",0.7125103
documerica_0008.jpg,15,1,"The image depicts a vast field of Coreopsis, commonly known as Tickseed flowers, in full bloom.",17,1,"The image depicts a vast field covered with a dense cluster of yellow flowers with brown centers, likely Coreopsis, a species commonly found in North America.",0.7271663
documerica_0008.jpg,15,1,"The image depicts a vast field of Coreopsis, commonly known as Tickseed flowers, in full bloom.",18,1,"The image depicts a field abundant with vibrant yellow flowers, possibly coreopsis, interspersed with a few pink blooms.",0.6987785
documerica_0008.jpg,15,1,"The image depicts a vast field of Coreopsis, commonly known as Tickseed flowers, in full bloom.",19,1,"The image shows an expansive field densely populated with yellow flowers that have red centers, possibly Coreopsis or another type of wildflower.",0.63618755
documerica_0008.jpg,15,2,"The flowers are predominantly yellow with brown centers, and one stands out with its vibrant pink hue.",18,1,"The image depicts a field abundant with vibrant yellow flowers, possibly coreopsis, interspersed with a few pink blooms.",0.67001283
documerica_0008.jpg,15,3,"A large, solitary oak tree dominates the background, providing contrast against the open sky.",16,2,"In the mid-ground, a solitary large tree stands tall, its dark silhouette contrasting against the lighter sky and vegetation.",0.6825067
documerica_0008.jpg,15,3,"A large, solitary oak tree dominates the background, providing contrast against the open sky.",18,3,"In the background stands a prominent large tree, which might be an oak, providing a sense of scale and adding depth to the scene.",0.7728925
documerica_0008.jpg,15,3,"A large, solitary oak tree dominates the background, providing contrast against the open sky.",19,2,"In the background stands a large, solitary tree, suggesting a rural or natural setting.",0.6184871
documerica_0008.jpg,15,4,"The sky itself appears overcast, suggesting a calm, possibly cool day.",16,3,"The sky appears overcast with soft light diffusing through the clouds, suggesting it may be early morning or late afternoon.",0.7366023
documerica_0008.jpg,15,4,"The sky itself appears overcast, suggesting a calm, possibly cool day.",17,3,"The sky above appears overcast, casting a soft light across the scene.",0.6734501
documerica_0008.jpg,15,4,"The sky itself appears overcast, suggesting a calm, possibly cool day.",18,4,"The sky appears overcast, with no direct sunlight visible, creating soft lighting across the landscape.",0.6276972
documerica_0008.jpg,15,4,"The sky itself appears overcast, suggesting a calm, possibly cool day.",19,3,"The sky above is overcast, contributing to a soft, diffused light that bathes the scene without strong shadows.",0.6411343
